"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'MATHEMATICS, APPLIED' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
156,MATHEMATICAL METHODS OF OPERATIONS RESEARCH,"1,048",1.000,0.001550
157,LINEAR ALGEBRA AND ITS APPLICATIONS,"10,811",0.988,0.017580
157,Rendiconti Lincei-Matematica e Applicazioni,330,0.988,0.001810
159,DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,425,0.986,0.000780
160,JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,745,0.978,0.001040
161,ACTA APPLICANDAE MATHEMATICAE,"1,530",0.974,0.002030
162,Journal of Mathematical Fluid Mechanics,853,0.970,0.002920
162,RICERCHE DI MATEMATICA,457,0.970,0.000830
164,Banach Journal of Mathematical Analysis,394,0.969,0.001830
165,International Journal of Applied Mathematics and Computer Science,"1,075",0.967,0.000770
166,ANNALI DI MATEMATICA PURA ED APPLICATA,"2,050",0.959,0.005390
167,Evolution Equations and Control Theory,224,0.953,0.001300
168,ADVANCES IN APPLIED MATHEMATICS,"1,390",0.952,0.003490
169,Mathematical Sciences,355,0.945,0.000350
170,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,375,0.932,0.001010
171,LOGIC JOURNAL OF THE IGPL,440,0.931,0.001050
172,Journal of Integral Equations and Applications,364,0.930,0.000630
173,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,"13,219",0.927,0.023410
174,Journal of Inverse and Ill-Posed Problems,694,0.926,0.001470
175,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,"1,222",0.896,0.002070
176,AIMS Mathematics,120,0.882,0.000480
177,MATHEMATIKA,866,0.875,0.002320
178,INFORMATION AND COMPUTATION,"2,180",0.872,0.003070
179,Communications in Mathematical Sciences,"1,505",0.858,0.005140
180,Mathematical Control and Related Fields,239,0.857,0.001460
181,Revista Matematica Complutense,441,0.855,0.001670
182,Aequationes Mathematicae,"1,027",0.851,0.001490
183,Filomat,"2,449",0.848,0.005540
184,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,335,0.844,0.000550
185,JOURNAL OF COMBINATORIAL OPTIMIZATION,"1,406",0.843,0.004090
186,Journal of Hyperbolic Differential Equations,332,0.833,0.001100
187,Discrete Optimization,608,0.824,0.001280
188,Electronic Journal of Differential Equations,"2,471",0.820,0.005750
189,Mathematical Communications,270,0.805,0.000250
190,Applied Mathematics-A Journal of Chinese Universities Series B,283,0.803,0.000660
191,Acta Mathematicae Applicatae Sinica-English Series,729,0.791,0.001320
192,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,806,0.778,0.001210
193,QUARTERLY OF APPLIED MATHEMATICS,"2,772",0.774,0.001200
194,JOURNAL OF PURE AND APPLIED ALGEBRA,"3,758",0.770,0.010680
195,Collectanea Mathematica,452,0.769,0.001150
196,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,409,0.766,0.000350
197,Stochastics-An International Journal of Probability and Stochastic Processes,690,0.761,0.002080
198,ACM Transactions on Algorithms,771,0.758,0.002300
199,ANNALS OF PURE AND APPLIED LOGIC,"1,223",0.752,0.004040
200,Review of Symbolic Logic,348,0.750,0.000950
200,SIAM JOURNAL ON DISCRETE MATHEMATICS,"2,209",0.750,0.007510
202,Annals of Functional Analysis,251,0.740,0.001170
203,Complex Analysis and Operator Theory,580,0.739,0.002240
204,Computational Methods and Function Theory,326,0.738,0.001020
205,Advances in Mathematics of Communications,378,0.734,0.002280
206,FORUM MATHEMATICUM,887,0.733,0.004630
207,Journal of Noncommutative Geometry,323,0.727,0.002150
208,ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,705,0.720,0.001650
209,INTERFACES AND FREE BOUNDARIES,384,0.718,0.001140
210,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,"1,099",0.705,0.001550
211,Periodica Mathematica Hungarica,563,0.693,0.001100
212,Communications in Applied Mathematics and Computational Science,430,0.688,0.000340
213,ASYMPTOTIC ANALYSIS,829,0.682,0.002010
214,Pacific Journal of Optimization,450,0.675,0.000980
215,JOURNAL OF SYMBOLIC COMPUTATION,"2,024",0.673,0.002450
215,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,411,0.673,0.000750
217,ALGORITHMICA,"2,184",0.650,0.004660
218,Journal of Geometric Mechanics,152,0.649,0.000670
219,ARS Mathematica Contemporanea,376,0.642,0.002180
220,ELECTRONIC JOURNAL OF COMBINATORICS,"2,447",0.641,0.009570
221,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,792,0.630,0.001640
222,University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,467,0.619,0.000600
223,ACTA MATHEMATICA SINICA-ENGLISH SERIES,"1,665",0.618,0.003480
224,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,"1,092",0.610,0.005240
225,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,409,0.600,0.000980
226,Problems of Information Transmission,707,0.593,0.000720
227,COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,907,0.590,0.000780
228,ANZIAM JOURNAL,487,0.581,0.000520
229,COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,"2,288",0.565,0.001700
230,Glasnik Matematicki,318,0.564,0.000590
231,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,934,0.556,0.003030
231,INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,896,0.556,0.000820
233,Image Analysis & Stereology,352,0.550,0.000320
234,Applications of Mathematics,387,0.544,0.000680
234,Moscow Mathematical Journal,577,0.544,0.002160
236,Asian Journal of Mathematics,623,0.542,0.002370
237,Journal of Pseudo-Differential Operators and Applications,150,0.532,0.000680
238,TOPOLOGY AND ITS APPLICATIONS,"2,831",0.531,0.005760
239,DYNAMIC SYSTEMS AND APPLICATIONS,312,0.522,0.000310
239,Revista de la Union Matematica Argentina,166,0.522,0.000280
241,Ukrainian Mathematical Journal,"1,052",0.518,0.000920
242,Portugaliae Mathematica,378,0.517,0.000560
243,Annals of Combinatorics,478,0.507,0.001420
244,Homology Homotopy and Applications,364,0.493,0.001810
245,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,"1,979",0.487,0.001010
246,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,846,0.476,0.001490
247,Proceedings of the Steklov Institute of Mathematics,"1,051",0.467,0.003340
248,Journal of Modern Dynamics,254,0.465,0.001470
249,Funkcialaj Ekvacioj-Serio Internacia,552,0.448,0.000390
250,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,442,0.442,0.001500
251,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,216,0.439,0.000270
252,CRYPTOLOGIA,226,0.432,0.000060
253,ALGEBRA COLLOQUIUM,451,0.421,0.001040
254,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,415,0.420,0.000530
255,Theory and Applications of Categories,408,0.409,0.001240
256,Journal of Computational and Theoretical Transport,364,0.375,0.000350
257,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,387,0.367,0.000460
258,UTILITAS MATHEMATICA,586,0.288,0.000770
259,Journal of Mathematical Physics Analysis Geometry,61,0.227,0.000320
260,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,230,0.138,0.000210
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
