Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'ECOLOGY' Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
97,PLANT SPECIES BIOLOGY,741,1.828,0.000790
98,Freshwater Science,"1,973",1.821,0.004680
99,EVOLUTIONARY ECOLOGY,"3,549",1.800,0.002610
100,WETLANDS,"4,883",1.783,0.004080
101,POLAR BIOLOGY,"6,159",1.728,0.006290
102,WILDLIFE RESEARCH,"2,811",1.669,0.002350
103,Fire Ecology,712,1.667,0.000790
104,Landscape and Ecological Engineering,465,1.647,0.000420
105,Ecological Processes,535,1.642,0.000780
106,Arctic Science,173,1.640,0.000620
107,FLORA,"3,060",1.591,0.002670
108,ECOLOGICAL RESEARCH,"3,566",1.580,0.002980
109,Ecological Complexity,"1,815",1.571,0.002210
110,WEB ECOLOGY,168,1.560,0.000200
111,AUSTRAL ECOLOGY,"3,992",1.551,0.003090
112,ENVIRONMENTAL BIOLOGY OF FISHES,"6,263",1.516,0.003710
112,NEW ZEALAND JOURNAL OF ECOLOGY,"1,131",1.516,0.000900
114,PLANT ECOLOGY,"5,875",1.509,0.003800
115,THEORETICAL POPULATION BIOLOGY,"3,776",1.454,0.002350
116,AQUATIC ECOLOGY,"1,805",1.429,0.001500
117,REVISTA CHILENA DE HISTORIA NATURAL,"1,370",1.412,0.000390
118,PHYTOCOENOLOGIA,581,1.404,0.000410
119,Diversity-Basel,"1,104",1.402,0.001480
120,CHEMISTRY AND ECOLOGY,"1,275",1.400,0.000980
121,Polar Science,608,1.389,0.001200
122,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"1,912",1.381,0.002740
123,AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,443,1.310,0.000670
124,Marine Biology Research,"1,366",1.298,0.002180
125,POPULATION ECOLOGY,"1,184",1.297,0.001640
126,WILDLIFE BIOLOGY,"1,441",1.258,0.001340
127,ECOSCIENCE,"1,865",1.250,0.000480
128,JOURNAL OF FRESHWATER ECOLOGY,"1,068",1.239,0.000830
129,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,"3,148",1.220,0.002790
130,Regional Studies in Marine Science,690,1.183,0.001700
131,JOURNAL OF TROPICAL ECOLOGY,"3,084",1.163,0.001150
132,POLAR RESEARCH,"1,577",1.127,0.001490
133,Theoretical Ecology,685,1.099,0.001290
134,EVOLUTIONARY ECOLOGY RESEARCH,"1,824",1.094,0.000860
135,RANGELAND JOURNAL,859,1.089,0.000990
136,ECOLOGICAL MANAGEMENT & RESTORATION,797,1.086,0.000830
137,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,"4,355",1.085,0.003090
138,POLISH POLAR RESEARCH,738,1.065,0.000500
139,JOURNAL OF NATURAL HISTORY,"3,334",1.032,0.002860
140,PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,"1,293",1.000,0.000180
141,COMPOST SCIENCE & UTILIZATION,766,0.969,0.000310
142,ANNALES ZOOLOGICI FENNICI,"1,600",0.956,0.000770
143,Human-Wildlife Interactions,244,0.897,0.000370
144,COMMUNITY ECOLOGY,611,0.851,0.000570
145,POLAR RECORD,625,0.840,0.000610
146,Journal of Fish and Wildlife Management,366,0.813,0.000910
147,Ecological Restoration,415,0.804,0.000400
148,ACTA AMAZONICA,"1,583",0.768,0.000870
149,NATURAL AREAS JOURNAL,796,0.725,0.000880
150,AFRICAN JOURNAL OF ECOLOGY,"1,850",0.713,0.001260
151,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,"1,394",0.712,0.001660
152,African Journal of Wildlife Research,86,0.700,0.000350
153,AMERICAN MIDLAND NATURALIST,"3,490",0.677,0.000740
154,Eco mont-Journal on Protected Mountain Areas Research,92,0.667,0.000150
155,Contemporary Problems of Ecology,522,0.602,0.000720
156,RUSSIAN JOURNAL OF ECOLOGY,977,0.557,0.000580
157,NORTHWEST SCIENCE,756,0.545,0.000390
158,NORTHEASTERN NATURALIST,713,0.538,0.000710
159,POLISH JOURNAL OF ECOLOGY,667,0.500,0.000540
160,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,645,0.455,0.000040
161,INTERCIENCIA,"1,027",0.448,0.000540
162,WESTERN NORTH AMERICAN NATURALIST,636,0.447,0.000490
163,VIE ET MILIEU-LIFE AND ENVIRONMENT,495,0.434,0.000200
164,SOUTHEASTERN NATURALIST,688,0.417,0.000910
165,Israel Journal of Ecology & Evolution,232,0.357,0.000150
166,REVUE D ECOLOGIE-LA TERRE ET LA VIE,381,0.333,0.000240
167,SOUTHWESTERN NATURALIST,"1,224",0.127,0.000310
168,NATURAL HISTORY,408,0.017,0.000110
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
