Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'FOOD SCIENCE & TECHNOLOGY' Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
73,POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,"1,057",1.986,0.000870
74,JOURNAL OF MEDICINAL FOOD,"5,113",1.981,0.003910
75,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,"10,723",1.946,0.016070
76,JOURNAL OF TEXTURE STUDIES,"2,122",1.902,0.001300
77,Applied Biological Chemistry,475,1.838,0.000900
78,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,943,1.833,0.000540
79,INTERNATIONAL JOURNAL OF FOOD PROPERTIES,"4,236",1.808,0.005610
80,CEREAL CHEMISTRY,"7,857",1.807,0.001910
81,Food Science & Nutrition,"1,771",1.797,0.003020
82,Journal of Wine Economics,436,1.774,0.000390
83,JOURNAL OF FOOD QUALITY,"1,973",1.763,0.001930
84,JOURNAL OF FOOD PROCESS ENGINEERING,"2,395",1.703,0.002490
85,JOURNAL OF FOOD BIOCHEMISTRY,"2,413",1.662,0.001810
86,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,"11,587",1.659,0.003450
87,FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,"2,211",1.654,0.001190
88,CyTA-Journal of Food,"1,122",1.653,0.001660
89,Journal of Food Measurement and Characterization,"1,388",1.648,0.002310
90,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,"1,843",1.636,0.001460
91,JOURNAL OF DAIRY RESEARCH,"3,287",1.628,0.001660
92,FLAVOUR AND FRAGRANCE JOURNAL,"3,057",1.598,0.001110
93,JOURNAL OF FOOD PROTECTION,"12,912",1.581,0.006910
94,Journal of Oil Palm Research,651,1.564,0.000500
95,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,"13,157",1.516,0.006560
96,FOOD SCIENCE AND BIOTECHNOLOGY,"3,674",1.513,0.003930
97,JOURNAL OF AOAC INTERNATIONAL,"5,401",1.510,0.003460
98,JOURNAL OF THE INSTITUTE OF BREWING,"2,500",1.504,0.001480
99,FOOD AND NUTRITION BULLETIN,"2,943",1.485,0.002750
100,Korean Journal for Food Science of Animal Resources,"1,084",1.445,0.001850
101,Food Science and Technology,"1,444",1.443,0.002230
102,JOURNAL OF FOOD PROCESSING AND PRESERVATION,"4,106",1.405,0.005820
103,Journal of Oleo Science,"2,148",1.304,0.002210
104,Agribusiness,905,1.218,0.000740
105,PACKAGING TECHNOLOGY AND SCIENCE,"1,469",1.187,0.000970
106,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,766,1.160,0.000470
107,JOURNAL OF ESSENTIAL OIL RESEARCH,"2,679",1.148,0.001000
108,GRASAS Y ACEITES,"1,351",1.140,0.000700
109,JOURNAL OF FOOD SAFETY,"1,376",1.133,0.001290
110,Ciencia e Tecnica Vitivinicola,153,1.067,0.000170
111,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,366,1.048,0.000200
112,International Journal of Food Engineering,992,1.022,0.001100
113,Journal of Aquatic Food Product Technology,855,1.020,0.000990
114,Emirates Journal of Food and Agriculture,"1,066",1.008,0.001220
115,CZECH JOURNAL OF FOOD SCIENCES,"1,557",0.932,0.001010
116,FOOD BIOTECHNOLOGY,531,0.921,0.000280
117,FOOD AND DRUG LAW JOURNAL,237,0.905,0.000390
118,ITALIAN JOURNAL OF FOOD SCIENCE,817,0.855,0.000610
119,Journal of Food and Nutrition Research,450,0.756,0.000380
120,Journal of Consumer Protection and Food Safety,435,0.753,0.000420
121,AGRICULTURAL AND FOOD SCIENCE,642,0.731,0.000370
122,CEREAL FOODS WORLD,830,0.724,0.000350
123,Quality Assurance and Safety of Crops & Foods,348,0.670,0.000510
124,International Food Research Journal,"3,433",0.610,0.003060
125,FOOD SCIENCE AND TECHNOLOGY RESEARCH,"1,450",0.553,0.001030
126,MITTEILUNGEN KLOSTERNEUBURG,97,0.545,0.000050
127,Food Hygiene and Safety Science,178,0.506,0.000210
128,Natural Product Communications,"3,579",0.468,0.003280
129,ACTA ALIMENTARIA,522,0.458,0.000340
130,Sugar Industry-Zuckerindustrie,201,0.394,0.000190
131,FOOD TECHNOLOGY,"1,591",0.314,0.000080
132,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,124,0.308,0.000080
133,LISTY CUKROVARNICKE A REPARSKE,88,0.263,0.000040
134,Rivista Italiana delle Sostanze Grasse,183,0.229,0.000080
135,FLEISCHWIRTSCHAFT,278,0.225,0.000030
136,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,620,0.185,0.000110
137,INTERNATIONAL SUGAR JOURNAL,301,0.142,0.000170
138,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,160,0.048,0.000020
139,Food Science of Animal Resources,27,Not Available,0.000000
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
