Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'PLANT SCIENCES' Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
160,NOVA HEDWIGIA,"1,710",1.065,0.001270
161,ACTA BOTANICA CROATICA,438,1.051,0.000480
162,Acta Botanica Brasilica,"1,616",1.048,0.001130
162,Botany Letters,165,1.048,0.000470
164,Comparative Cytogenetics,337,1.036,0.000580
165,GRANA,"1,145",1.015,0.000430
166,Phytotaxa,"4,977",1.007,0.011710
167,ACTA SOCIETATIS BOTANICORUM POLONIAE,845,1.000,0.000750
167,TUEXENIA,252,1.000,0.000270
169,AUSTRALIAN SYSTEMATIC BOTANY,751,0.985,0.000700
170,JOURNAL OF GENERAL PLANT PATHOLOGY,"1,050",0.974,0.000980
171,JOURNAL OF APPLIED BOTANY AND FOOD QUALITY,630,0.953,0.000620
172,Botanical Sciences,351,0.935,0.000720
173,Brazilian Journal of Botany,"1,502",0.930,0.001210
174,ISRAEL JOURNAL OF PLANT SCIENCES,526,0.906,0.000300
175,Invasive Plant Science and Management,655,0.905,0.000680
176,Plant Biotechnology,994,0.901,0.000930
177,WEED BIOLOGY AND MANAGEMENT,508,0.892,0.000360
178,Willdenowia,618,0.887,0.000750
179,Plant Genetic Resources-Characterization and Utilization,676,0.869,0.000660
180,CANADIAN JOURNAL OF PLANT SCIENCE,"4,249",0.850,0.001940
181,KEW BULLETIN,"1,428",0.843,0.000800
182,Acta Phytotaxonomica et Geobotanica,186,0.837,0.000250
183,Journal of Essential Oil Bearing Plants,"1,413",0.824,0.001340
184,BLUMEA,546,0.809,0.000290
185,Czech Journal of Genetics and Plant Breeding,344,0.800,0.000280
185,PAKISTAN JOURNAL OF BOTANY,"4,772",0.800,0.002330
187,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,649,0.773,0.000620
188,ACTA AMAZONICA,"1,583",0.768,0.000870
189,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,"6,051",0.767,0.002320
190,NEW ZEALAND JOURNAL OF BOTANY,"1,051",0.761,0.000590
191,NORDIC JOURNAL OF BOTANY,"1,496",0.734,0.001530
192,Indian Journal of Traditional Knowledge,"1,068",0.731,0.000830
193,GAYANA BOTANICA,301,0.705,0.000290
194,Acta Botanica Mexicana,482,0.691,0.000310
195,ANALES DEL JARDIN BOTANICO DE MADRID,326,0.667,0.000170
196,CRYPTOGAMIE BRYOLOGIE,332,0.662,0.000410
197,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,504,0.656,0.000230
198,PHYTON-ANNALES REI BOTANICAE,346,0.654,0.000110
199,BRITTONIA,916,0.653,0.000490
200,Mediterranean Botany,13,0.647,0.000020
200,TAIWANIA,370,0.647,0.000430
202,CARYOLOGIA,740,0.621,0.000320
203,JOURNAL OF AQUATIC PLANT MANAGEMENT,564,0.606,0.000220
204,HERZOGIA,274,0.604,0.000440
205,Journal of Plant Registrations,639,0.590,0.000630
206,AMERICAN FERN JOURNAL,396,0.586,0.000150
207,ANNALES BOTANICI FENNICI,861,0.574,0.000640
208,JOURNAL OF THE TORREY BOTANICAL SOCIETY,702,0.573,0.000480
209,MAYDICA,682,0.571,0.000270
210,Bradleya,147,0.563,0.000180
211,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,629,0.554,0.000490
212,Bangladesh Journal of Plant Taxonomy,168,0.527,0.000170
213,ADANSONIA,191,0.519,0.000160
214,Wulfenia,151,0.512,0.000180
215,SEED SCIENCE AND TECHNOLOGY,"1,388",0.500,0.000480
216,ACTA BIOLOGICA COLOMBIANA,288,0.471,0.000350
217,Botanica Serbica,138,0.460,0.000170
217,Planta Daninha,"1,269",0.460,0.000580
219,HASELTONIA,111,0.457,0.000280
220,NOVON,589,0.453,0.000340
221,IHERINGIA SERIE BOTANICA,155,0.443,0.000200
222,Annali di Botanica,113,0.412,0.000110
223,TELOPEA,244,0.400,0.000260
224,CASTANEA,393,0.389,0.000160
225,Boletin de la Sociedad Argentina de Botanica,487,0.383,0.000360
226,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,294,0.329,0.000160
227,CALDASIA,368,0.317,0.000210
228,Lazaroa,134,0.300,0.000040
229,CANDOLLEA,320,0.273,0.000210
229,PHYTOPROTECTION,124,0.273,0.000010
231,Gorteria,45,0.263,0.000050
232,BANGLADESH JOURNAL OF BOTANY,330,0.209,0.000400
233,RHODORA,353,0.190,0.000090
234,Zeitschrift fur Arznei- & Gewurzpflanzen,38,0.075,0.000020
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
