"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SSCI Selected Categories: 'SOCIAL SCIENCES, INTERDISCIPLINARY' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
58,International Journal of Sexual Health,439,1.191,0.000890
59,Risk Management-An International Journal,209,1.172,0.000100
60,DAEDALUS,"2,025",1.146,0.001550
61,TIME & SOCIETY,839,1.108,0.000640
62,Island Studies Journal,249,1.106,0.000240
63,Clothing and Textiles Research Journal,670,1.100,0.000220
64,SPACE POLICY,443,1.063,0.000280
65,New Perspectives on Turkey,214,1.048,0.000380
66,Race and Social Problems,412,1.036,0.001270
67,SOCIAL SCIENCE JOURNAL,"1,194",1.033,0.001210
68,Longitudinal and Life Course Studies,294,1.000,0.000710
68,Social Epistemology,597,1.000,0.001030
70,Journal of Poverty and Social Justice,192,0.952,0.000600
71,SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,"1,294",0.951,0.000410
72,ADAPTIVE BEHAVIOR,607,0.929,0.000610
73,European Journal of Futures Research,162,0.925,0.000280
74,CRIME LAW AND SOCIAL CHANGE,"1,010",0.921,0.001250
75,Young,430,0.889,0.000520
76,JOURNAL OF CONSCIOUSNESS STUDIES,"1,444",0.859,0.000570
77,HUMAN ORGANIZATION,"1,365",0.857,0.000890
78,Social Science Japan Journal,119,0.815,0.000110
79,Journal of East Asian Studies,282,0.794,0.000670
80,Revista de Cercetare si Interventie Sociala,296,0.736,0.000240
81,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,961,0.731,0.000830
82,Action Research,551,0.729,0.000420
83,SAGE Open,"2,169",0.715,0.005490
84,GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,934,0.667,0.000720
85,Asian Journal of Social Science,265,0.655,0.000210
86,SOCIETY,"1,026",0.636,0.000780
87,Revista de Estudios Sociales,357,0.594,0.000150
88,JOURNAL OF BLACK STUDIES,808,0.525,0.000500
89,Travail Genre et Societes,113,0.514,0.000240
90,Zeitschrift fur Sexualforschung,114,0.471,0.000040
91,Historical Social Research-Historische Sozialforschung,741,0.465,0.000760
92,SOCIAL PHILOSOPHY & POLICY,514,0.440,0.000370
93,CONTINUITY AND CHANGE,245,0.379,0.000270
94,Movimento,335,0.365,0.000160
95,SCIENCE & SOCIETY,412,0.362,0.000370
96,TRAMES-Journal of the Humanities and Social Sciences,144,0.340,0.000090
97,Zeitschrift fur Evaluation,47,0.333,0.000030
98,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,758,0.300,0.000410
99,Perfiles Latinoamericanos,131,0.293,0.000070
100,DADOS-REVISTA DE CIENCIAS SOCIAIS,282,0.288,0.000190
101,SEMIOTICA,"1,084",0.224,0.000330
102,TIDSSKRIFT FOR SAMFUNNSFORSKNING,57,0.222,0.000070
103,SCIENCES SOCIALES ET SANTE,144,0.216,0.000080
104,SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,211,0.215,0.000220
105,SOCIAL RESEARCH,"1,784",0.202,0.000690
106,INTERDISCIPLINARY SCIENCE REVIEWS,300,0.196,0.000150
107,NEGOTIATION JOURNAL,499,0.192,0.000220
108,Andamios,121,0.122,0.000060
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
