Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SSCI Selected Categories: 'POLITICAL SCIENCE' Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
78,NEW LEFT REVIEW,"2,444",1.500,0.001970
78,POLITICAL SCIENCE QUARTERLY,"1,269",1.500,0.000940
81,COMPARATIVE POLITICS,"1,928",1.481,0.002320
82,European Journal of Political Economy,"1,833",1.446,0.003160
82,International Journal of Transitional Justice,699,1.446,0.000840
84,AMERICAN POLITICS RESEARCH,"1,086",1.442,0.002160
85,European Political Science,465,1.429,0.000870
86,Contemporary Politics,432,1.421,0.000980
87,PROBLEMS OF POST-COMMUNISM,441,1.379,0.001220
88,JOURNAL OF POLITICAL IDEOLOGIES,546,1.375,0.000820
88,Politics,593,1.375,0.001130
90,Studies in Conflict & Terrorism,"1,261",1.370,0.001940
91,Cambridge Review of International Affairs,697,1.366,0.000940
92,POLITICAL RESEARCH QUARTERLY,"3,461",1.362,0.005890
93,International Feminist Journal of Politics,946,1.280,0.001600
94,PUBLIUS-THE JOURNAL OF FEDERALISM,768,1.268,0.000760
95,JOURNAL OF POLITICAL PHILOSOPHY,"1,290",1.264,0.001430
96,Journal of European Integration,891,1.261,0.002160
97,Citizenship Studies,"1,527",1.256,0.002260
98,SURVIVAL,870,1.241,0.001620
99,Global Policy,827,1.238,0.002460
100,HUMAN RIGHTS QUARTERLY,"1,472",1.219,0.000860
101,LEGISLATIVE STUDIES QUARTERLY,"1,186",1.205,0.001760
102,Acta Politica,680,1.185,0.001210
103,INTERNATIONAL POLITICAL SCIENCE REVIEW,"1,313",1.153,0.001940
104,Comparative European Politics,810,1.151,0.001830
105,PHILOSOPHY & PUBLIC AFFAIRS,"2,347",1.115,0.001090
106,British Politics,294,1.111,0.000690
107,Politics and Religion,257,1.105,0.000660
108,NATION,"1,303",1.102,0.002740
109,POLITICAL THEORY,"1,427",1.088,0.001120
110,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,960,1.087,0.001080
111,Political Studies Review,473,1.053,0.000810
112,ELECTORAL STUDIES,"2,980",1.044,0.007710
113,PUBLIC CHOICE,"4,568",1.035,0.003060
114,Journal of Chinese Political Science,299,1.033,0.000620
115,POLITICAL QUARTERLY,952,1.015,0.002100
116,Peacebuilding,207,1.000,0.000510
116,Quarterly Journal of Political Science,617,1.000,0.002460
118,Review of African Political Economy,"1,087",0.988,0.001600
119,Journal of Human Rights,471,0.953,0.000880
120,COMMUNIST AND POST-COMMUNIST STUDIES,637,0.951,0.000850
121,International Journal of Conflict and Violence,283,0.935,0.000170
122,JOURNAL OF THEORETICAL POLITICS,757,0.930,0.001380
123,ARMED FORCES & SOCIETY,719,0.918,0.000650
124,Politikon,270,0.917,0.000270
125,Nations and Nationalism,"1,226",0.913,0.001120
126,Journal of Contemporary European Studies,301,0.909,0.000750
127,Ethics & International Affairs,589,0.906,0.000950
127,Revista de Ciencia Politica,301,0.906,0.000230
129,German Politics,381,0.902,0.000610
130,SCANDINAVIAN POLITICAL STUDIES,830,0.884,0.000860
131,EUROPE-ASIA STUDIES,"1,349",0.883,0.001870
132,SOCIAL SCIENCE QUARTERLY,"3,866",0.868,0.003460
133,Irish Political Studies,272,0.848,0.000510
134,CRITICAL REVIEW,416,0.837,0.000380
135,LATIN AMERICAN PERSPECTIVES,983,0.813,0.000960
136,LATIN AMERICAN POLITICS AND SOCIETY,618,0.776,0.001010
137,State Politics & Policy Quarterly,654,0.769,0.001080
138,AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,551,0.766,0.000720
139,NEW REPUBLIC,730,0.730,0.000990
140,Nationalities Papers-The Journal of Nationalism and Ethnicity,688,0.728,0.001180
141,Contemporary Southeast Asia,351,0.717,0.000470
142,POLITICA Y GOBIERNO,122,0.714,0.000160
143,POLITICAL SCIENCE,170,0.708,0.000250
144,Journal of Australian Political Economy,138,0.688,0.000190
144,Lex Localis-Journal of Local Self-Government,250,0.688,0.000240
146,Contemporary Political Theory,296,0.676,0.000330
147,Politics Philosophy & Economics,313,0.675,0.000640
148,MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,749,0.674,0.000730
149,STUDIES IN AMERICAN POLITICAL DEVELOPMENT,240,0.667,0.000340
150,International Politics,506,0.619,0.000670
151,DISSENT,304,0.615,0.000860
151,Independent Review,243,0.615,0.000230
153,CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,779,0.587,0.000520
154,EAST EUROPEAN POLITICS AND SOCIETIES,557,0.543,0.001000
155,SCOTTISH JOURNAL OF POLITICAL ECONOMY,744,0.540,0.000280
156,Historia y Politica,190,0.522,0.000110
157,Revista Brasileira de Politica Internacional,279,0.509,0.000250
158,Intelligence and National Security,544,0.481,0.000490
159,Presidential Studies Quarterly,625,0.476,0.000760
160,POLITY,633,0.474,0.000430
161,Forum-A Journal of Applied Research in Contemporary Politics,183,0.462,0.000610
162,EUROPEAN HISTORY QUARTERLY,199,0.459,0.000280
163,Journal of Policy History,196,0.451,0.000430
164,POLITISCHE VIERTELJAHRESSCHRIFT,263,0.443,0.000340
165,Politics Religion & Ideology,168,0.442,0.000190
166,Historical Materialism-Research in Critical Marxist Theory,423,0.420,0.000550
167,AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,260,0.400,0.000360
168,Japanese Journal of Political Science,164,0.359,0.000260
169,POLITICKA EKONOMIE,155,0.351,0.000090
170,Politix,320,0.344,0.000450
171,Austrian Journal of Political Science,20,0.300,0.000080
172,Ethics & Global Politics,127,0.263,0.000120
172,Romanian Journal of Political Science,34,0.263,0.000020
174,Journal of Cold War Studies,205,0.244,0.000510
175,Revista de Estudios Politicos,338,0.233,0.000290
176,CURRENT HISTORY,271,0.215,0.000460
177,Revista del CLAD Reforma y Democracia,96,0.213,0.000110
178,INTERNASJONAL POLITIKK,47,0.209,0.000040
179,Telos,79,0.175,0.000160
180,OSTEUROPA,149,0.149,0.000140
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
