"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'COMPUTER SCIENCE, INFORMATION SYSTEMS' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
82,Journal of Information Security and Applications,634,2.327,0.000920
83,MULTIMEDIA TOOLS AND APPLICATIONS,"11,149",2.313,0.016090
84,Journal of Network and Systems Management,455,2.250,0.000670
85,Journal of Web Semantics,"1,207",2.238,0.001170
86,Aslib Journal of Information Management,426,2.222,0.001000
87,Information Retrieval Journal,"1,180",2.209,0.000550
88,International Journal of Critical Infrastructure Protection,526,2.164,0.000540
89,Enterprise Information Systems,963,2.145,0.001040
90,Journal of Grid Computing,753,2.095,0.000990
91,International Journal of Computers Communications & Control,997,2.093,0.000850
92,IEEE SECURITY & PRIVACY,"1,767",2.040,0.001450
93,ACM Transactions on Knowledge Discovery from Data,"1,385",2.010,0.002650
94,Personal and Ubiquitous Computing,"2,590",2.000,0.002320
95,ACM Transactions on Privacy and Security,99,1.974,0.000190
96,ACM SIGCOMM Computer Communication Review,"7,503",1.951,0.008740
97,REQUIREMENTS ENGINEERING,639,1.933,0.000680
98,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,222,1.929,0.000240
99,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,"1,248",1.894,0.001280
100,Journal of Organizational and End User Computing,304,1.882,0.000260
101,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,"3,863",1.819,0.003570
102,JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,967,1.813,0.001030
103,ONLINE INFORMATION REVIEW,"1,671",1.805,0.001390
104,ACM Transactions on Autonomous and Adaptive Systems,464,1.775,0.000720
105,GEOINFORMATICA,767,1.774,0.000950
106,PHOTONIC NETWORK COMMUNICATIONS,626,1.750,0.001090
107,International Journal on Semantic Web and Information Systems,397,1.742,0.000420
108,Digital Investigation,"1,142",1.736,0.000880
109,JOURNAL OF COMMUNICATIONS AND NETWORKS,"1,011",1.733,0.001500
110,JOURNAL OF THE ACM,"6,648",1.686,0.005150
111,Frontiers of Information Technology & Electronic Engineering,697,1.604,0.001660
112,ACM Transactions on Internet Technology,686,1.598,0.001020
113,Journal of Ambient Intelligence and Smart Environments,424,1.595,0.000460
114,JOURNAL OF COMPUTER INFORMATION SYSTEMS,"1,278",1.582,0.000710
115,METHODS OF INFORMATION IN MEDICINE,"1,379",1.574,0.001540
116,MULTIMEDIA SYSTEMS,776,1.563,0.001070
117,INFORMATION SYSTEMS MANAGEMENT,888,1.556,0.000490
118,Mobile Information Systems,"1,011",1.508,0.001850
119,International Journal of Information Security,620,1.494,0.000750
120,DATA & KNOWLEDGE ENGINEERING,"1,602",1.476,0.000940
121,International Journal of Sensor Networks,539,1.428,0.000480
122,International Journal of Network Management,295,1.338,0.000490
123,TSINGHUA SCIENCE AND TECHNOLOGY,"1,149",1.328,0.001020
124,Security and Communication Networks,"2,211",1.288,0.003760
125,Frontiers of Computer Science,825,1.275,0.001770
126,IBM JOURNAL OF RESEARCH AND DEVELOPMENT,"3,043",1.266,0.000960
127,PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,466,1.240,0.000210
128,ACM Transactions on the Web,769,1.157,0.000530
129,International Journal of Distributed Sensor Networks,"3,771",1.151,0.005590
130,JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,414,1.150,0.000250
131,JOURNAL OF DATABASE MANAGEMENT,199,1.138,0.000070
132,COMPUTER JOURNAL,"3,599",1.077,0.002330
133,IET Information Security,635,1.068,0.000740
134,Journal of Signal Processing Systems for Signal Image and Video Technology,865,1.013,0.001350
135,INFOR,506,0.972,0.000230
136,Computer Science and Information Systems,406,0.927,0.000370
137,Information Technology and Control,267,0.905,0.000230
138,ACTA INFORMATICA,667,0.900,0.000810
139,New Review of Hypermedia and Multimedia,173,0.889,0.000210
140,International Journal of Web Services Research,114,0.868,0.000110
141,Applied Ontology,193,0.852,0.000320
142,Ad Hoc & Sensor Wireless Networks,327,0.851,0.000300
143,INFORMATION TECHNOLOGY AND LIBRARIES,243,0.811,0.000120
144,Journal of Internet Technology,685,0.786,0.000580
145,IEEE Latin America Transactions,"1,680",0.782,0.002020
146,DISTRIBUTED AND PARALLEL DATABASES,290,0.757,0.000290
147,International Journal of Ad Hoc and Ubiquitous Computing,371,0.714,0.000330
148,SIGMOD RECORD,"1,681",0.711,0.001030
149,Data Technologies and Applications,30,0.704,0.000030
150,INFORMATION PROCESSING LETTERS,"3,618",0.677,0.003870
151,KSII Transactions on Internet and Information Systems,"1,218",0.648,0.001510
152,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,645,0.541,0.000520
153,International Arab Journal of Information Technology,645,0.467,0.000450
154,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,"1,718",0.449,0.002250
155,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,"1,535",0.334,0.001790
156,BELL LABS TECHNICAL JOURNAL,478,0.000,0.000310
Copyright © 2020 Clarivate Analytics,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
